epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,area_afectada_ha,agricultores_afectados,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,accoes_em_curso,observacoes,checkpoint,_submission_time,_submitted_by,meta_instanceid,_id
2018-2019,Dezembro,Zambezia,Gile,MZ04,MZ0405,,Chuvas e ventos fortes,1,TRUE,0,12/27/2018,232,52,0,0,0,0,0,0,46,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Gile,MZ04,MZ0405,,Chuvas e ventos fortes,1,TRUE,0,12/28/2018,354,111,0,0,0,0,0,0,95,12,0,0,4,0,373,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Gurue,MZ04,MZ0406,,Chuvas e ventos fortes,1,TRUE,0,12/28/2018,41,9,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Nicoadala,MZ04,MZ0421,,Chuvas e ventos fortes,1,TRUE,0,1/1/2019,405,81,0,0,0,0,0,0,73,8,0,0,8,0,1125,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Maputo Cidade,KaMaxakeni,MZ11,MZ1103,,Chuvas e ventos fortes,1,TRUE,0,1/5/2019,310,62,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Nacala Velha,MZ03,MZ0320,,Chuvas fortes,1,FALSE,0,1/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Malema,MZ03,MZ0308,,Chuvas e ventos fortes,1,TRUE,0,1/7/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Cuamba,MZ01,MZ0103,,Chuvas fortes,1,FALSE,0,1/7/2019,9,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Dezembro,Zambezia,Ile,MZ04,MZ0407,,Chuvas e ventos fortes,1,TRUE,0,12/28/2018,9,1,0,0,2,0,1,0,0,1,0,0,6,0,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Maganja da Costa,MZ04,MZ0411,,Descarga atmosferica,0,FALSE,1,1/3/2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Chinde,MZ04,MZ0403,,Descarga atmosferica,0,FALSE,1,1/3/2019,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Ile,MZ04,MZ0407,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,1/4/2019,0,0,0,0,1,0,3,0,0,0,0,0,4,0,400,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Maganja da Costa,MZ04,MZ0411,,Descarga atmosferica,0,FALSE,1,1/4/2019,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Maganja da Costa,MZ04,MZ0411,,Chuvas e ventos fortes,1,TRUE,0,1/6/2019,15,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Maputo,Matutuine,MZ10,MZ1006,,Chuvas e ventos fortes,1,TRUE,0,1/5/2019,105,21,0,0,0,0,0,0,20,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Maputo,Boane,MZ10,MZ1002,,Vendaval,0,FALSE,0,1/5/2019,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Malema,MZ03,MZ0308,,Vendaval,0,FALSE,0,1/7/2019,365,73,0,0,0,0,0,0,58,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Rapale,MZ03,MZ0323,,Chuvas e ventos fortes,1,TRUE,0,1/8/2019,85,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Muecate,MZ03,MZ0317,,Chuvas fortes,1,FALSE,0,1/8/2019,100,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Dondo,MZ07,MZ0707,,Chuvas e ventos fortes,1,TRUE,0,11/29/2018,30,6,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Buzi,MZ07,MZ0702,,Chuvas e ventos fortes,1,TRUE,0,11/22/2018,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Manica,Gondola,MZ06,MZ0603,,Vendaval,0,FALSE,0,1/16/2019,18,5,0,0,6,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Cabo Delgado,Chiure,MZ02,MZ0204,,Descarga atmosferica,0,FALSE,1,1/6/2019,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Nampula,MZ03,MZ0322,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,1/10/2019,545,109,0,0,0,0,2,0,49,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Angoche,MZ03,MZ0302,,Chuvas e ventos fortes,1,TRUE,0,1/12/2019,40,8,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Tete,Changara,MZ05,MZ0504,,Descarga atmosferica,0,FALSE,1,1/12/2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Maputo,Boane,MZ10,MZ1002,,Chuvas fortes,1,FALSE,0,1/12/2019,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Tete,Changara,MZ05,MZ0504,,Chuvas e ventos fortes,1,TRUE,0,1/15/2019,100,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Maputo,Manhica,MZ10,MZ1004,,Chuvas fortes,1,FALSE,0,1/15/2019,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Cuamba,MZ01,MZ0103,,Chuvas e ventos fortes,1,TRUE,0,1/18/2019,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Cabo Delgado,Montepuez,MZ02,MZ0211,,Descarga atmosferica,0,FALSE,1,1/17/2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Nacaroa,MZ03,MZ0321,,Ventos fortes,0,TRUE,0,1/17/2019,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Gaza,Limpopo,MZ09,MZ0915,,Chuvas e ventos fortes,1,TRUE,0,1/20/2019,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Gaza,Limpopo,MZ09,MZ0915,,Ventos fortes,0,TRUE,0,1/21/2019,5,1,0,0,0,0,0,0,1,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Nampula,MZ03,MZ0322,,Chuvas fortes,1,FALSE,0,1/20/2019,170,34,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Nampula,Ilha de Mocambique,MZ03,MZ0304,,Descarga atmosferica,0,FALSE,1,1/20/2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Inhambane,Cidade de Inhambane,MZ08,MZ0801,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,1/19/2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Inhambane,Inharrime,MZ08,MZ0805,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,1/20/2019,20,4,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Cuamba,MZ01,MZ0103,,Chuvas fortes,1,FALSE,0,1/21/2019,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Cidade de Lichinga,MZ01,MZ0101,,Chuvas e ventos fortes,1,TRUE,0,1/21/2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Manica,Cidade de Chimoio,MZ06,MZ0601,,Chuvas e ventos fortes,1,TRUE,0,1/21/2019,25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Mecula,MZ01,MZ0111,,Chuvas e ventos fortes,1,TRUE,0,1/22/2019,111,26,0,0,0,0,0,0,9,17,0,2,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Cabo Delgado,Quissanga,MZ02,MZ0218,,Chuvas e ventos fortes,1,TRUE,0,1/20/2019,25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Cabo Delgado,Mocimboa da Praia,MZ02,MZ0210,,Chuvas e ventos fortes,1,TRUE,0,1/20/2019,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Tete,Mutarara,MZ05,MZ0513,,Chuvas e ventos fortes,1,TRUE,0,1/23/2019,115,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Tete,Doa,MZ05,MZ0507,,Chuvas e ventos fortes,1,TRUE,0,1/23/2019,695,139,0,0,0,0,0,0,122,49,90,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Lago,MZ01,MZ0104,,Chuvas e ventos fortes,1,TRUE,0,1/26/2019,105,21,0,0,0,0,0,0,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Cuamba,MZ01,MZ0103,,Chuvas fortes,1,FALSE,0,1/27/2019,15,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Cabo Delgado,Chiure,MZ02,MZ0204,,Chuvas fortes,1,FALSE,0,1/27/2019,35,7,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Cidade de Lichinga,MZ01,MZ0101,,Chuvas fortes,1,FALSE,0,1/30/2019,165,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Niassa,Mecanhelas,MZ01,MZ0110,,Chuvas fortes,1,FALSE,0,1/14/2019,370,74,0,0,0,0,0,0,27,47,0,3,9,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Zambezia,Chinde,MZ04,MZ0403,,Descarga atmosferica,0,FALSE,1,1/6/2019,145,39,0,0,1,0,2,0,10,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Zambezia,Luabo,MZ04,MZ0409,,Inundacoes,0,FALSE,0,1/9/2019,340,68,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo Cidade,KaMaxakeni,MZ11,MZ1103,,Chuvas fortes,1,FALSE,0,2/4/2019,490,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Nampula,Rapale,MZ03,MZ0323,,Chuvas e ventos fortes,1,TRUE,0,2/6/2019,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Cidade da Beira,MZ07,MZ0701,,Tempestade Tropical (Desmond),0,FALSE,0,1/21/2019,41329,8293,0,0,0,0,0,0,414,112,7801,1,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Niassa,Majune,MZ01,MZ0105,,Chuvas e ventos fortes,1,TRUE,0,2/9/2019,454,98,0,0,0,0,0,0,43,55,0,1,2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Niassa,Mandimba,MZ01,MZ0106,,Chuvas e ventos fortes,1,TRUE,0,2/8/2019,771,156,0,0,0,0,0,0,67,89,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Nampula,Cidade de Nampula,MZ03,MZ0301,,Chuvas fortes,1,FALSE,0,2/6/2019,20,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Cabo Delgado,Metuge,MZ02,MZ0209,,Chuvas fortes,1,FALSE,0,2/9/2019,85,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Cabo Delgado,Quissanga,MZ02,MZ0218,,Chuvas fortes,1,FALSE,0,2/8/2019,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Novembro,Sofala,Maringue,MZ07,MZ0710,,Chuvas e ventos fortes,1,TRUE,0,11/30/2018,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Caia,MZ07,MZ0703,,Descarga atmosferica,0,FALSE,1,1/19/2019,5,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Caia,MZ07,MZ0703,,Tempestade Tropical (Desmond),0,FALSE,0,1/21/2019,5185,1043,0,0,0,0,0,0,165,159,719,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Chemba,MZ07,MZ0704,,Tempestade Tropical (Desmond),0,FALSE,0,1/21/2019,1805,361,0,0,0,0,0,0,0,9,352,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Cheringoma,MZ07,MZ0705,,Tempestade Tropical (Desmond),0,FALSE,0,1/21/2019,4145,824,0,0,0,0,0,0,775,49,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Dondo,MZ07,MZ0707,,Tempestade Tropical (Desmond),0,FALSE,0,1/21/2019,6515,1303,0,0,0,0,0,0,1087,243,3,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Machanga,MZ07,MZ0709,,Ventos fortes,0,TRUE,0,1/13/2019,15,3,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Maringue,MZ07,MZ0710,,Tempestade Tropical (Desmond),0,FALSE,0,1/21/2019,5650,1130,0,0,0,0,0,0,0,40,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Sofala,Muanza,MZ07,MZ0712,,Tempestade Tropical (Desmond),0,FALSE,0,1/21/2019,70,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Molundo,MZ04,MZ0415,,Chuvas fortes,1,FALSE,0,1/13/2019,240,48,0,0,0,0,0,0,0,48,0,1,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Janeiro,Zambezia,Mopeia,MZ04,MZ0416,,Chuvas e ventos fortes,1,TRUE,0,1/22/2019,490,98,0,0,0,0,0,0,71,27,0,1,1,0,225,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Gaza,Massangena,MZ09,MZ0910,,Chuvas fortes,1,FALSE,0,2/13/2019,90,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Gaza,Mandlakaze,MZ09,MZ0909,,Descarga atmosferica,0,FALSE,1,2/13/2019,5,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo Cidade,KaMaxakeni,MZ11,MZ1103,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/13/2019,1580,316,0,0,0,0,0,0,0,0,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo Cidade,KaMavota,MZ11,MZ1104,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/13/2019,635,130,0,0,0,0,0,0,2,0,130,1,0,0,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Tete,Cidade de Tete,MZ05,MZ0501,,Chuvas e ventos fortes,1,TRUE,0,2/15/2019,70,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Zambezia,Mulevala,MZ04,MZ0418,,Arrastamento,0,FALSE,0,2/5/2019,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Zambezia,Nicoadala,MZ04,MZ0421,,Vendaval,0,FALSE,0,2/17/2019,285,57,0,0,2,0,0,0,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Nampula,Mogincual,MZ03,MZ0312,,Chuvas e ventos fortes,1,TRUE,0,2/19/2019,350,70,0,0,0,0,0,0,47,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo Cidade,KaMavota,MZ11,MZ1104,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/16/2019,1964,358,0,0,0,0,0,0,0,0,358,2,7,17,1864,0,2,1,0,0,0,6,0,0,1,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Nampula,Memba,MZ03,MZ0311,,Chuvas e ventos fortes,1,TRUE,0,2/18/2019,10,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Cabo Delgado,Montepuez,MZ02,MZ0211,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/20/2019,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo Cidade,KaMubukwane,MZ11,MZ1106,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/16/2019,71,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Gaza,Limpopo,MZ09,MZ0915,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/24/2019,1255,251,0,0,0,0,0,0,251,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Gaza,Chonguene,MZ09,MZ0913,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/24/2019,25,5,0,0,0,0,0,0,3,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Gaza,Guija,MZ09,MZ0907,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/24/2019,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Gaza,Chibuto,MZ09,MZ0903,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/24/2019,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo Cidade,KaMubukwane,MZ11,MZ1106,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2/26/2019,1351,264,0,0,1,0,1,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo,Manhica,MZ10,MZ1004,,Vendaval,0,FALSE,0,2/23/2019,285,57,0,0,0,0,0,0,57,0,0,1,3,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo,Boane,MZ10,MZ1002,,Vendaval,0,FALSE,0,2/23/2019,300,60,0,0,2,0,2,0,58,2,0,3,6,0,655,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo,Moamba,MZ10,MZ1007,,Vendaval,0,FALSE,0,2/23/2019,3695,739,0,0,19,0,0,0,632,107,0,6,8,0,662,0,2,0,0,0,0,57,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Fevereiro,Maputo,Marracuene,MZ10,MZ1005,,Vendaval,0,FALSE,0,2/23/2019,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Maputo Cidade,KaMaxakeni,MZ11,MZ1103,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,3/1/2019,3945,789,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Maputo Cidade,KaMavota,MZ11,MZ1104,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,3/1/2019,1390,279,0,0,0,0,0,0,0,1,279,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Maputo Cidade,KaTembe,MZ11,MZ1102,,Chuvas acompanhadas de Trovoadas,1,FALSE,0,3/1/2019,80,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Niassa,Cuamba,MZ01,MZ0103,,Chuvas e ventos fortes,1,TRUE,0,3/7/2019,2812,842,0,0,2,0,2,0,395,548,0,8,16,32,3973,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Niassa,Mandimba,MZ01,MZ0106,,Chuvas e ventos fortes,1,TRUE,0,3/9/2019,1970,393,0,0,0,0,0,0,258,135,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Niassa,Cidade de Lichinga,MZ01,MZ0101,,Chuvas e ventos fortes,1,TRUE,0,3/7/2019,655,77,0,0,3,0,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Nampula,Moma,MZ03,MZ0314,,Chuvas e ventos fortes,1,TRUE,0,3/9/2019,240,48,0,0,1,0,0,0,21,27,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Nampula,Malema,MZ03,MZ0308,,Chuvas e ventos fortes,1,TRUE,0,3/8/2019,3630,726,0,0,0,0,0,0,610,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2018-2019,Marco,Zambezia,Chinde,MZ04,MZ0403,,Ciclone,0,FALSE,0,3/14/2019,6035,1207,0,0,1,0,1,0,838,369,84,3,27,15,7431,52,4,1,0,0,0,0,0,0,0,1,64,0,0,0,,,,,,,
2018-2019,Marco,Inhambane,Govuro,MZ08,MZ0803,,Ciclone,0,FALSE,0,3/14/2019,235,73,0,0,0,0,0,0,35,39,0,1,8,4,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,
