epoca,periodo,provincia,distrito,provincia_pcode,distrito_pcode,avisos,ocorrencia_,chuvas,ventos_fortes,descarga_atmosferica,data,pessoas_afectadas_,familias__afectadas_,pessoas_indirectamente_afectadas,familias_indirectamente_afectadas,feridos,obitos,obitos2,grupos_vulneraveis,casas_parcialmente_dest,casas_totalmente_destr,casas_inundadas,escolas_afectadas,salas_de_aulas_parcialmente_destruidas,salas_de_aulas_totalmente_destruidas,alunos_afectados,prof_afectados,casas_de_culto,unidades_sanitarias,hospital_parcialmente_destruidas,hospital_totalmente_destruidas,centro_de_saude_parcialmente_destruidas,postes_de_energia,rede_de_pesca,embarcacoes,posto_de_transformacao,posto_policial,pensoes_para_hospedagem,sistema_de_abastecimento_de_agua,area_afectada_ha,familias_afectadas,accoes_em_curso,observacoes
2017-2018,Janeiro,Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-04-01,115,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Namuno,MZ09,MZ0214,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Zambezia,Morrumbala,MZ09,MZ0417,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Manica,Macossa,MZ09,MZ0607,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-01,125,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo,Boane,MZ09,MZ1002,006/INAM-DAPT/999/2018,Chuvas e ventos fortes,1,TRUE,0,2018-08-01,10,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo,Cidade da Matola,MZ09,MZ1001,006/INAM-DAPT/999/2018,Chuvas e ventos fortes,1,TRUE,0,2018-08-01,145,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Nacala Porto,MZ09,MZ0319,n/a,Chuvas fortes,1,FALSE,0,2018-08-01,25,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Muecate,MZ09,MZ0317,n/a,Chuvas fortes,1,FALSE,0,2018-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Mecufi,MZ09,MZ0207,n/a,Chuvas fortes,1,FALSE,0,2018-08-01,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Magoe,MZ09,MZ0509,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-10-01,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo Cidade,KaMaxakeni,MZ09,MZ1103,n/a,Chuvas fortes,1,FALSE,0,2018-08-01,2495,499,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo Cidade,KaMavota,MZ09,MZ1104,n/a,Chuvas fortes,1,FALSE,0,2018-08-01,3385,678,0,0,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo Cidade,KaMubukwane,MZ09,MZ1106,n/a,Chuvas fortes,1,FALSE,0,2018-08-01,1582,942,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo Cidade,KaMavota,MZ09,MZ1104,n/a,Chuvas fortes,1,FALSE,0,2018-08-01,555,91,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Muembe,MZ09,MZ0113,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-09-01,30,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Memba,MZ09,MZ0311,n/a,Chuvas fortes,1,FALSE,0,2018-08-01,40,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Nacaroa,MZ09,MZ0321,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-09-01,70,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-09-01,135,27,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-14,70,14,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Manica,Barue,MZ09,MZ0602,n/a,Ventos fortes,0,TRUE,0,2018-03-01,120,24,0,0,1,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Pemba,MZ09,MZ0217,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-19,475,95,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Muidumbe,MZ09,MZ0213,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,550,110,0,0,0,0,0,0,67,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Metuge,MZ09,MZ0209,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-24,1370,274,0,0,0,0,0,0,183,57,34,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Meconta,MZ09,MZ0309,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,11854,2369,0,0,0,0,0,0,1323,1043,0,0,6,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Mossuril,MZ09,MZ0316,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,7775,1555,0,0,0,0,0,0,1555,0,0,0,23,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Ilha de Mocambique,MZ09,MZ0304,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,3430,686,0,0,0,0,0,0,686,0,0,0,35,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Monapo,MZ09,MZ0315,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,35660,7132,0,0,0,0,0,0,3257,3875,0,0,47,24,0,0,6,0,0,0,0,22,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Nacala Porto,MZ09,MZ0319,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,400,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Mogincual,MZ09,MZ0312,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,255,51,0,0,0,0,0,0,27,24,0,0,17,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Cidade de Nampula,MZ09,MZ0301,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,1440,288,0,0,0,0,0,0,228,60,0,0,8,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Nacala Velha,MZ09,MZ0320,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,1225,245,0,0,0,0,0,0,170,75,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Nacaroa,MZ09,MZ0321,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,3010,602,0,0,0,0,0,0,39,6,0,0,3,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Ribaue,MZ09,MZ0324,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,0,0,0,0,0,0,0,0,317,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Liupo,MZ09,MZ0307,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,115,23,0,0,0,0,0,0,13,10,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-14,70,14,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,1429,289,0,0,0,0,0,0,50,260,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Maua,MZ09,MZ0108,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,48,10,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Chimbunila,MZ09,MZ0102,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Majune,MZ09,MZ0105,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Cidade de Lichinga,MZ09,MZ0101,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,120,24,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Malema,MZ09,MZ0308,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,10,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Memba,MZ09,MZ0311,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,550,110,0,0,0,0,0,0,38,72,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Mecuburi,MZ09,MZ0310,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Mogovolas,MZ09,MZ0313,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Muecate,MZ09,MZ0317,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,2115,425,0,0,0,0,0,0,425,0,0,0,39,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Rapale,MZ09,MZ0323,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-15,2165,433,0,0,0,0,0,0,319,114,0,0,13,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Moma,MZ09,MZ0314,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Lalaua,MZ09,MZ0305,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Angoche,MZ09,MZ0302,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,980,196,0,0,0,0,0,0,49,147,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Mecufi,MZ09,MZ0207,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-19,4415,883,0,0,0,0,0,0,0,104,779,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Ancuabe,MZ09,MZ0202,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-19,545,109,0,0,0,0,0,0,38,71,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Montepuez,MZ09,MZ0211,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-25,243,89,0,0,0,0,0,0,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,n/a,Chuvas fortes,1,FALSE,0,2018-01-22,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Murrupula,MZ09,MZ0318,n/a,Chuvas fortes,1,FALSE,0,2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Mossuril,MZ09,MZ0316,n/a,Chuvas fortes,1,FALSE,0,2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Ilha de Mocambique,MZ09,MZ0304,n/a,Chuvas fortes,1,FALSE,0,2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Cidade de Lichinga,MZ09,MZ0101,n/a,Chuvas fortes,1,FALSE,0,2018-01-23,120,24,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Maputo,Cidade da Matola,MZ09,MZ1001,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2018-01-25,510,102,0,0,1,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Mecanhelas,MZ09,MZ0110,n/a,Chuvas fortes,1,FALSE,0,2018-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Cidade de Lichinga,MZ09,MZ0101,n/a,Chuvas fortes,1,FALSE,0,2018-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Marrupa,MZ09,MZ0107,n/a,Chuvas fortes,1,FALSE,0,2018-01-26,165,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Nampula,Nacala Porto,MZ09,MZ0319,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,2256,451,0,0,0,0,0,0,275,176,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Niassa,Mecula,MZ09,MZ0111,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,75,15,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Namuno,MZ09,MZ0214,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-18,2245,449,0,0,0,0,0,0,8,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Chiure,MZ09,MZ0204,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-16,1092,184,0,0,0,0,0,0,85,34,59,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Quissanga,MZ09,MZ0218,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-29,20,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Meluco,MZ09,MZ0208,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-16,45,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Balama,MZ09,MZ0203,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-25,1248,252,0,0,0,0,0,0,245,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Janeiro,Cabo Delgado,Nangade,MZ09,MZ0215,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Nampula,Mogovolas,MZ09,MZ0313,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2018-06-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Nampula,Memba,MZ09,MZ0311,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2018-06-02,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Nampula,Cidade de Nampula,MZ09,MZ0301,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-09-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Nampula,Lalaua,MZ09,MZ0305,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-09-02,1405,281,0,0,0,0,0,0,281,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Sofala,Dondo,MZ09,MZ0707,n/a,Chuvas fortes,1,FALSE,0,2018-01-02,225,45,0,0,0,0,0,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Sofala,Cidade da Beira,MZ09,MZ0701,n/a,Chuvas fortes,1,FALSE,0,2018-12-02,2050,410,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Niassa,Lago,MZ09,MZ0104,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-09-02,420,95,0,0,0,0,0,0,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Tete,Zumbu,MZ09,MZ0515,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-13,80,18,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Manica,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-12-02,38,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Zambezia,Maganja da Costa,MZ09,MZ0411,n/a,Chuvas fortes,1,FALSE,0,2018-02-13,3230,646,0,0,0,0,0,0,0,0,646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Manica,Guro,MZ09,MZ0604,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Manica,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-15,45,9,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Manica,Cidade de Chimoio,MZ09,MZ0601,n/a,Chuvas acompanhadas de Trovoadas,1,FALSE,0,2018-02-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Maputo,Cidade da Matola,MZ09,MZ1001,n/a,Chuvas fortes,1,FALSE,0,2018-02-20,8800,1780,0,0,0,0,0,0,0,0,1780,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Tete,Macanga,MZ09,MZ0508,n/a,Descarga atmosferica,0,FALSE,1,2018-02-22,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Manica,Sussundenga,MZ09,MZ0610,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-21,115,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Maputo Cidade,KaMavota,MZ09,MZ1104,n/a,Chuvas fortes,1,FALSE,0,2018-02-19,7500,1500,0,0,4,2,16,0,0,6,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Maputo Cidade,KaMubukwane,MZ09,MZ1106,n/a,Chuvas fortes,1,FALSE,0,2018-02-19,565,113,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Maputo Cidade,KaMaxakeni,MZ09,MZ1103,n/a,Chuvas fortes,1,FALSE,0,2018-02-19,4665,933,0,0,0,16,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Sofala,Nhamatanda,MZ09,MZ0713,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-19,495,99,0,0,0,0,0,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Inhambane,Vilankulo,MZ09,MZ0813,n/a,Chuvas fortes,1,FALSE,0,2018-02-25,55,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Niassa,Ngauma,MZ09,MZ0114,n/a,Descarga atmosferica,0,FALSE,1,2018-02-27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-27,295,59,0,0,0,0,3,0,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Fevereiro,Manica,Gondola,MZ09,MZ0603,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-02-27,65,13,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Marco,Tete,Cidade de Tete,MZ09,MZ0501,n/a,Chuvas e ventos fortes,1,TRUE,0,2018-01-03,15,3,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Marco,Zambezia,Milange,MZ09,MZ0501,n/a,Sismo,1,TRUE,n/a,2018-08-03,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
2017-2018,Marco,Niassa,Lago,MZ09,MZ0501,n/a,Chuvas fortes,1,TRUE,n/a,2018-03-13,23,5,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"·         Do trabalho feito no terreno pela equipe, consta que as famílias as famílias afectadas estão abrigadas nas casas dos seus familiares.",n/a
2017-2018,Abril,Sofala,Cidade da Beira,n/a,n/a,n/a,Chuvas fortes,1,n/a,n/a,2018-10-04,1235,247,0,0,0,0,0,0,0,4,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,n/a
