,OBJECTID,,LC_PRI,LC_SEC,LC_TER,NOTE_,AUTOR,LC_PRI_PER,LC_SEC_PER,LC_TER_PER,HECTARES,POLY_ID,OBJECTID_1,LC_PRI_1,LC_DESCRIP,RECLASS1,RECLASS2
3035,USE3035,,4WF,2WD,,Derived from provincial land cover database,1,4,1,0,1684,16466,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3036,USE3036,,4WF,2WD,,Derived from provincial land cover database,1,3,2,0,1592,16467,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3410,USE3410,,4WF,,,ISLAND,6,5,0,0,195,1325,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3577,USE3577,,4WF,6BA,,,6,3,2,0,4488,8122,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3644,USE3644,,4WF,2GL,,Derived from provincial land cover database,1,4,1,0,4355,26245,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3661,USE3661,,4WF,4HF,1FC,,4,3,2,1,57032,12591,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3666,USE3666,,4WF,1FC,,,4,3,2,0,24304,8555,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3741,USE3741,,4WF,,,Derived from provincial land cover database,1,5,0,0,3307,16501,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3747,USE3747,,4WF,8WB,,,3,4,1,0,6517,890,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3852,USE3852,,4WF,2SL,,,6,4,1,0,27116,3551,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3950,USE3950,,4WF,2SL,,,6,3,2,0,116920,25705,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3968,USE3968,,4WF,2GL,,,6,3,2,0,2677,318,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
3991,USE3991,,4WF,,,,6,5,0,0,6620,13081,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
4002,USE4002,,4WF,4FF,,,6,3,2,0,10334,8101,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
4013,USE4013,,4WF,,,ISLAND,6,5,0,0,111,493,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
4024,USE4024,,4WF,,,ISLAND,6,5,0,0,39,490,15,4WF,Aquatic / Regularly Flooded open forest; (Floresta aberta  em areas regularmente inundadas (15 a 65% de cobertura)),2,0
102,USE102,,4SF,1FC,,,7,3,2,0,3107,13908,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
184,USE184,,4SF,4WF,,,6,3,2,0,9734,1375,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
486,USE486,,4SF,4HF,,,6,3,2,0,14951,8115,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
587,USE587,,4SF,4WF,6BA,,6,2,2,2,5262,4393,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
1170,USE1170,,4SF,4HF,8WB,,7,3,2,1,20275,13909,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
1314,USE1314,,4SF,1FC,,,3,3,2,0,1979,14924,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
1472,USE1472,,4SF,8WB,1FC,,6,3,2,1,120577,25102,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
1749,USE1749,,4SF,2FE,4HF,Derived from provincial land cover database,1,2,2,1,934,26238,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
1750,USE1750,,4SF,8WB,,Derived from provincial land cover database,1,4,2,0,1863,26239,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
2220,USE2220,,4SF,4HF,,,4,3,2,0,75248,8259,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
2288,USE2288,,4SF,4WF,,,7,4,1,0,79143,25730,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
2296,USE2296,,4SF,4WF,,Derived from provincial land cover database,1,3,2,0,78662,25740,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
2604,USE2604,,4SF,8WB,,,6,3,2,0,26863,7799,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
3481,USE3481,,4SF,2GL,2WE,Derived from provincial land cover database,1,2,1,1,1820,25971,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
3498,USE3498,,4SF,2WD,,,6,3,2,0,15403,19900,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
3579,USE3579,,4SF,1FC,,,7,3,2,0,5531,13906,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
3710,USE3710,,4SF,2SL,,,6,3,2,0,162320,8552,16,4SF,Aquatic / Regularly Flooded Shrublands; (Arbustos em areas regularmente inundadas),5,0
496,USE496,,7WB,4WF,,,3,3,2,0,2391,10263,20,7WB,Artificial water bodies; (Corpos de agua artificiais),11,0
670,USE670,,7WB,,,Derived from provincial land cover database,1,5,0,0,10013,18514,20,7WB,Artificial water bodies; (Corpos de agua artificiais),11,0
2021,USE2021,,7WB,,,,5,5,0,0,9398,11472,20,7WB,Artificial water bodies; (Corpos de agua artificiais),11,0
2998,USE2998,,7WB,4HF,2SL,Derived from provincial land cover database,1,3,2,1,1730,26260,20,7WB,Artificial water bodies; (Corpos de agua artificiais),11,0
2999,USE2999,,7WB,1CXF,,Derived from provincial land cover database,1,4,1,0,6693,26261,20,7WB,Artificial water bodies; (Corpos de agua artificiais),11,0
69,USE69,,6BA,2GL,,Derived from provincial land cover database,1,3,2,0,14093,18395,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
167,USE167,,6BA,4WF,,,6,3,2,0,4567,8128,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
353,USE353,,6BA,2WE,,,7,4,1,0,2086,6184,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
356,USE356,,6BA,4WF,,,6,3,2,0,3559,4257,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
382,USE382,,6BA,2FE,,,8,4,1,0,2956,3225,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
485,USE485,,6BA,4WF,,,6,3,2,0,1891,8125,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
578,USE578,,6BA,1TC,,,7,3,2,0,2496,12907,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
624,USE624,,6BA,2FD,,,7,3,2,0,2307,749,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
721,USE721,,6BA,2FD,,,7,4,1,0,2165,3269,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
809,USE809,,6BA,,,,7,5,0,0,2480,3290,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
983,USE983,,6BA,2FD,,,7,3,2,0,12687,1664,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1180,USE1180,,6BA,4FF,,,7,3,2,0,2577,21684,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1218,USE1218,,6BA,2WE,8WB,,6,3,1,1,46818,19885,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1319,USE1319,,6BA,8WB,,Derived from provincial land cover database,1,4,1,0,3798,18297,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1394,USE1394,,6BA,2GL,,Derived from provincial land cover database,1,3,2,0,4581,18367,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1492,USE1492,,6BA,,,ISLAND,6,5,0,0,160,481,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1587,USE1587,,6BA,2FD,,,7,3,2,0,14246,20686,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1718,USE1718,,6BA,2WE,,,7,3,2,0,10680,9321,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1769,USE1769,,6BA,,,,3,5,0,0,1674,19701,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1849,USE1849,,6BA,2FE,,,8,3,2,0,1953,3215,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
1960,USE1960,,6BA,,,,3,5,0,0,4528,10427,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2380,USE2380,,6BA,2FD,,,7,3,2,0,23612,20683,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2431,USE2431,,6BA,4FF,,,6,3,2,0,5489,824,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2523,USE2523,,6BA,8WB,2GL,,2,3,2,1,4540,3405,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2590,USE2590,,6BA,2FE,,,8,3,2,0,2517,3211,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2620,USE2620,,6BA,2GL,,,4,3,2,0,3254,14271,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2678,USE2678,,6BA,2FD,,,7,3,2,0,4887,24787,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2815,USE2815,,6BA,2WE,,Derived from provincial land cover database,1,4,1,0,2912,26258,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2865,USE2865,,6BA,1TC,,,3,4,1,0,2089,10387,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2917,USE2917,,6BA,,,,7,5,0,0,2486,16775,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2918,USE2918,,6BA,2WE,,,7,4,1,0,7365,16776,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2996,USE2996,,6BA,,,Derived from provincial land cover database,1,5,0,0,2260,26257,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
2997,USE2997,,6BA,2WE,,Derived from provincial land cover database,1,3,2,0,1378,26259,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3188,USE3188,,6BA,2GL,2FE,Derived from provincial land cover database,1,3,1,1,2208,26256,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3371,USE3371,,6BA,2FD,,,7,3,2,0,1564,1485,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3427,USE3427,,6BA,2FD,,,7,3,2,0,5245,2969,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3449,USE3449,,6BA,2FD,1FC,Derived from provincial land cover database,1,3,2,1,2345,18440,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3469,USE3469,,6BA,8WB,,,6,3,2,0,3245,1706,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3510,USE3510,,6BA,4FF,,,7,3,2,0,1937,10953,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3543,USE3543,,6BA,2GL,2SL,,2,3,2,1,13293,6166,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3611,USE3611,,6BA,2GL,,,6,3,2,0,7540,17484,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3623,USE3623,,6BA,2FE,,,8,3,2,0,1438,24241,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
3683,USE3683,,6BA,2FE,,,8,3,2,0,1502,7765,19,6BA,Bare Areas; (Areas sem vegetaçao),10,0
67,USE67,,5BU,1FC,,,8,4,1,0,5307,16972,18,5BU,Built-up areas; (Areas habitacionais),10,0
144,USE144,,5BU,2SL,,,4,3,2,0,1611,17536,18,5BU,Built-up areas; (Areas habitacionais),10,0
337,USE337,,5BU,1TC,,,6,3,2,0,4104,4255,18,5BU,Built-up areas; (Areas habitacionais),10,0
412,USE412,,5BU,1FC,,,7,3,2,0,9786,1489,18,5BU,Built-up areas; (Areas habitacionais),10,0
494,USE494,,5BU,1FC,,,6,3,2,0,2750,17461,18,5BU,Built-up areas; (Areas habitacionais),10,0
571,USE571,,5BU,1FC,2WD,,4,4,1,1,41206,4586,18,5BU,Built-up areas; (Areas habitacionais),10,0
963,USE963,,5BU,1FC,,,6,3,2,0,25496,21064,18,5BU,Built-up areas; (Areas habitacionais),10,0
988,USE988,,5BU,1TC,,,3,3,2,0,12718,21168,18,5BU,Built-up areas; (Areas habitacionais),10,0
1117,USE1117,,5BU,1FC,2FXC,Derived from provincial land cover database,1,4,1,1,3574,17806,18,5BU,Built-up areas; (Areas habitacionais),10,0
1184,USE1184,,5BU,,,,3,5,0,0,1371,16336,18,5BU,Built-up areas; (Areas habitacionais),10,0
1220,USE1220,,5BU,1FC,,,7,3,2,0,3649,18949,18,5BU,Built-up areas; (Areas habitacionais),10,0
1226,USE1226,,5BU,,,,3,5,0,0,6588,23991,18,5BU,Built-up areas; (Areas habitacionais),10,0
1527,USE1527,,5BU,1FC,,,6,3,2,0,4257,17460,18,5BU,Built-up areas; (Areas habitacionais),10,0
1576,USE1576,,5BU,1FC,2SL,,5,3,1,1,17775,17237,18,5BU,Built-up areas; (Areas habitacionais),10,0
1601,USE1601,,5BU,,,,4,5,0,0,946,23313,18,5BU,Built-up areas; (Areas habitacionais),10,0
1758,USE1758,,5BU,,,Derived from provincial land cover database,1,5,0,0,17453,26250,18,5BU,Built-up areas; (Areas habitacionais),10,0
1759,USE1759,,5BU,,,Derived from provincial land cover database,1,5,0,0,198,26251,18,5BU,Built-up areas; (Areas habitacionais),10,0
1994,USE1994,,5BU,1FC,2TK,Derived from provincial land cover database,1,2,1,1,3146,26106,18,5BU,Built-up areas; (Areas habitacionais),10,0
2311,USE2311,,5BU,,,,3,5,0,0,1939,25798,18,5BU,Built-up areas; (Areas habitacionais),10,0
2747,USE2747,,5BU,1TC,,,3,3,2,0,9242,21197,18,5BU,Built-up areas; (Areas habitacionais),10,0
2760,USE2760,,5BU,,,,8,5,0,0,2820,24132,18,5BU,Built-up areas; (Areas habitacionais),10,0
2868,USE2868,,5BU,,,,7,5,0,0,1915,15356,18,5BU,Built-up areas; (Areas habitacionais),10,0
2993,USE2993,,5BU,1FC,,Derived from provincial land cover database,1,4,1,0,2213,26253,18,5BU,Built-up areas; (Areas habitacionais),10,0
2994,USE2994,,5BU,1FC,,Derived from provincial land cover database,1,4,1,0,1863,26254,18,5BU,Built-up areas; (Areas habitacionais),10,0
2995,USE2995,,5BU,1FC,,Derived from provincial land cover database,1,4,1,0,3257,26255,18,5BU,Built-up areas; (Areas habitacionais),10,0
3045,USE3045,,5BU,1FC,,,6,3,2,0,4518,17459,18,5BU,Built-up areas; (Areas habitacionais),10,0
3417,USE3417,,5BU,1TC,,,3,3,2,0,1732,22839,18,5BU,Built-up areas; (Areas habitacionais),10,0
3438,USE3438,,5BU,,,,7,5,0,0,1313,13983,18,5BU,Built-up areas; (Areas habitacionais),10,0
3535,USE3535,,5BU,,,,6,5,0,0,1875,1673,18,5BU,Built-up areas; (Areas habitacionais),10,0
3694,USE3694,,5BU,,,,4,5,0,0,2605,19790,18,5BU,Built-up areas; (Areas habitacionais),10,0
3929,USE3929,,5BU,1FC,,Derived from provincial land cover database,1,4,1,0,3732,26252,18,5BU,Built-up areas; (Areas habitacionais),10,0
3962,USE3962,,5BU,1FC,,,4,4,1,0,1609,15076,18,5BU,Built-up areas; (Areas habitacionais),10,0
19,USE19,,2FXC,2SL,,,3,3,2,0,6390,10311,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
21,USE21,,2FXC,5BU,,,3,4,1,0,2028,10315,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
22,USE22,,2FXC,2WD,,,4,3,2,0,36504,10327,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
24,USE24,,2FXC,2SL,,,8,3,2,0,7624,11349,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
36,USE36,,2FXC,,,Derived from provincial land cover database,1,5,0,0,1995,17836,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
38,USE38,,2FXC,,,Derived from provincial land cover database,1,5,0,0,1007,17838,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
41,USE41,,2FXC,,,Derived from provincial land cover database,1,5,0,0,1510,18403,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
43,USE43,,2FXC,,,Derived from provincial land cover database,1,5,0,0,1133,18405,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
49,USE49,,2FXC,,,,7,5,0,0,63098,20731,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
51,USE51,,2FXC,,,,8,5,0,0,3314,20807,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
74,USE74,,2FXC,,,,6,5,0,0,5448,21059,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
97,USE97,,2FXC,,,,2,5,0,0,6807,16298,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
108,USE108,,2FXC,2FE,,Derived from provincial land cover database,1,3,2,0,1379,18299,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
125,USE125,,2FXC,,,,7,5,0,0,8140,24814,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
137,USE137,,2FXC,,,,7,5,0,0,11114,14695,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
140,USE140,,2FXC,2SL,,,6,3,2,0,4644,17469,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
148,USE148,,2FXC,,,,4,5,0,0,15585,17553,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
159,USE159,,2FXC,,,,6,5,0,0,3280,37,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
178,USE178,,2FXC,1FC,,,6,4,1,0,2527,1048,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
207,USE207,,2FXC,,,,7,5,0,0,1673,8464,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
215,USE215,,2FXC,,,,7,5,0,0,7623,11164,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
221,USE221,,2FXC,2SL,,,7,4,1,0,2109,8467,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
249,USE249,,2FXC,2SL,,,3,3,2,0,14683,10697,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
250,USE250,,2FXC,2SL,,,3,3,2,0,6133,10720,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
256,USE256,,2FXC,,,,6,5,0,0,2554,10180,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
280,USE280,,2FXC,,,,7,5,0,0,7985,15335,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
281,USE281,,2FXC,,,,7,5,0,0,2074,14065,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
288,USE288,,2FXC,,,,2,5,0,0,17503,3907,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
295,USE295,,2FXC,,,,8,5,0,0,943,15417,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
302,USE302,,2FXC,2SL,,,8,3,2,0,2884,15426,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
306,USE306,,2FXC,,,,3,5,0,0,3964,14416,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
308,USE308,,2FXC,2SL,,,3,3,2,0,1047,14971,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
312,USE312,,2FXC,2WD,,,3,4,1,0,38017,15557,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
354,USE354,,2FXC,,,,7,5,0,0,3406,1468,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
431,USE431,,2FXC,,,,6,5,0,0,32550,4285,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
445,USE445,,2FXC,,,Derived from provincial land cover database,1,5,0,0,923,18474,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
458,USE458,,2FXC,8WB,5BU,,6,4,1,1,10028,15172,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
468,USE468,,2FXC,,,,8,5,0,0,4633,16680,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
484,USE484,,2FXC,1CXF,,Derived from provincial land cover database,1,4,1,0,2266,18633,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
487,USE487,,2FXC,,,,3,5,0,0,1093,15885,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
500,USE500,,2FXC,2FD,,,5,3,2,0,5233,17242,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
506,USE506,,2FXC,5BU,,,4,4,1,0,37569,8039,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
544,USE544,,2FXC,,,,7,5,0,0,4387,16938,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
554,USE554,,2FXC,,,,8,5,0,0,6116,17871,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
562,USE562,,2FXC,,,,8,5,0,0,1244,14140,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
567,USE567,,2FXC,,,,8,5,0,0,974,14835,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
576,USE576,,2FXC,,,,2,5,0,0,25061,12832,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
596,USE596,,2FXC,,,,5,5,0,0,3120,17182,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
601,USE601,,2FXC,2FE,2WD,Derived from provincial land cover database,1,3,2,1,1761,17846,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
607,USE607,,2FXC,,,Derived from provincial land cover database,1,5,0,0,2743,16461,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
608,USE608,,2FXC,,,Derived from provincial land cover database,1,5,0,0,3318,18322,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
614,USE614,,2FXC,2SL,,,2,3,2,0,6619,1244,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
643,USE643,,2FXC,,,,5,5,0,0,2039,2146,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
664,USE664,,2FXC,,,,8,5,0,0,10868,10644,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
673,USE673,,2FXC,2TK,,Derived from provincial land cover database,1,3,2,0,9104,18643,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
674,USE674,,2FXC,,,Derived from provincial land cover database,1,5,0,0,1261,18644,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
681,USE681,,2FXC,,,,7,5,0,0,8137,18069,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
707,USE707,,2FXC,2WD,1CXF,Derived from provincial land cover database,1,4,1,1,9953,22995,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
730,USE730,,2FXC,,,,7,5,0,0,23958,11165,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
764,USE764,,2FXC,2SL,,Derived from provincial land cover database,1,3,2,0,3517,17402,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
774,USE774,,2FXC,,,Derived from provincial land cover database,1,5,0,0,956,17428,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
776,USE776,,2FXC,,,Derived from provincial land cover database,1,5,0,0,1071,17834,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
778,USE778,,2FXC,,,Derived from provincial land cover database,1,5,0,0,4298,16912,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
786,USE786,,2FXC,2TK,1FC,Derived from provincial land cover database,1,2,2,2,2535,18559,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
790,USE790,,2FXC,4HF,,Derived from provincial land cover database,1,4,1,0,1095,18765,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
805,USE805,,2FXC,,,,6,5,0,0,6185,17473,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
812,USE812,,2FXC,2GL,,,6,3,2,0,10398,20150,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
819,USE819,,2FXC,1CXF,,Derived from provincial land cover database,1,4,1,0,8346,18384,12,2FXC,Closed to open forested areas with shifting cultivation; (Floresta fechada a aberta com agricultura itinerante),5,0
